order_id,customer_id,order_date,order_year,delivery_speed,payment_method,discount_pct,total_amount
1024,253,2025-09-15,2025,Standard,BankTransfer,15,63.84
1025,289,2025-05-30,2025,Express,Card,0,27.74
1026,164,2024-12-15,2024,Standard,Card,10,15.27
1027,95,2025-03-21,2025,Next-day,PayPal,0,43.49
1028,270,2024-12-15,2024,Standard,Card,0,33.83
1029,110,2025-08-29,2025,,PayPal,20,72.02
1030,238,2025-10-25,2025,Standard,Card,,87.11
1031,25,2024-05-16,2024,Standard,Card,0,34.35
1032,141,2026-01-28,2026,Express,BankTransfer,,96.71
1033,117,2024-08-30,2024,Standard,Card,10,80.8
1034,25,2025-06-26,2025,Standard,PayPal,0,86.94
1035,79,2024-02-09,2024,Express,Card,0,34.09
1036,68,2024-08-16,2024,Express,Card,0,60.09
1037,173,2025-07-01,2025,Express,Card,0,17.38
1038,12,2024-08-10,2024,,Card,10,68.69
1039,288,2024-01-06,2024,Express,Card,0,82.09
1040,128,2024-11-17,2024,Standard,Card,0,21.83
1041,96,2025-04-12,2025,Standard,Card,0,85.09
1042,92,2026-01-01,2026,Standard,Card,0,32.24
1043,141,2024-03-15,2024,Standard,PayPal,15,7.38
1044,31,2024-01-04,2024,Standard,Card,0,27.24
1045,20,2025-10-07,2025,Standard,Card,20,55.22
1046,146,2024-04-27,2024,Express,Card,0,49.89
1047,160,2025-08-28,2025,Standard,Card,0,53.26
1048,43,2025-05-18,2025,Standard,Card,,43.45
1049,254,2025-07-27,2025,Standard,Card,0,71.84
1050,130,2025-03-16,2025,Express,Card,5,29.09
1051,60,2024-07-12,2024,Standard,Card,20,11.97
1052,151,2025-12-15,2025,Standard,Card,0,13.48
1053,287,2025-01-26,2025,Express,PayPal,0,22.28
1054,5,2024-01-26,2024,Express,Card,5,58.83
1055,266,2025-03-10,2025,Standard,Card,0,21.6
1056,130,2024-06-21,2024,Standard,Card,0,49.67
1057,267,2024-10-26,2024,Express,Card,0,20.62
1058,178,2025-10-06,2025,Standard,PayPal,0,77.65
1059,253,2024-11-21,2024,,Card,10,49.53
1060,56,2025-02-13,2025,Express,Card,0,70.83
1061,83,2024-04-27,2024,Standard,Card,0,47.85
1062,99,2026-02-25,2026,Standard,Card,,105.45
1063,149,2025-12-24,2025,Standard,Card,0,148.92
1064,156,2024-08-12,2024,Standard,Card,0,74.25
1065,190,2025-06-15,2025,Standard,Card,10,17.37
1066,263,2024-04-22,2024,Express,Card,,28.27
1067,80,2024-05-19,2024,Standard,Card,10,85.81
1068,252,2025-07-12,2025,Standard,Card,,10.17
1069,97,2024-01-01,2024,Standard,Card,,45.81
1070,260,2024-03-30,2024,Standard,Card,0,49.59
1071,260,2025-10-15,2025,Next-day,BankTransfer,0,153.34
1072,103,2024-11-15,2024,Standard,Card,0,79.69
1073,40,2025-07-03,2025,Standard,PayPal,15,19.7
1074,273,2024-05-18,2024,Standard,Card,15,48.06
1075,101,2025-05-25,2025,Standard,Card,,58.58
1076,221,2024-09-15,2024,Standard,Card,5,33.92
1077,124,2025-11-03,2025,Standard,Card,15,24.01
1078,231,2025-11-20,2025,Next-day,Card,20,81.74
1079,178,2024-01-10,2024,Standard,Card,0,38.68
1080,63,2024-09-17,2024,Standard,Card,0,67.21
1081,116,2025-10-11,2025,Standard,PayPal,0,44.3
1082,191,2024-06-20,2024,Express,Card,20,71.46
1083,62,2024-01-13,2024,Standard,Card,0,17.73
1084,256,2024-06-16,2024,Standard,Card,0,13.89
1085,7,2025-10-03,2025,Standard,Card,0,55.54
1086,155,2025-08-18,2025,Standard,Card,0,127.98
1087,92,2024-11-16,2024,Express,,0,64.11
1088,14,2024-11-14,2024,Standard,PayPal,20,19.61
1089,229,2025-09-04,2025,Standard,PayPal,,77.73
1090,86,2024-11-24,2024,Express,Card,0,19.61
1091,133,2026-02-23,2026,Express,Card,,32.29
1092,183,2026-02-15,2026,Next-day,PayPal,0,43.12
1093,62,2025-07-03,2025,Express,Card,0,72.79
1094,219,2025-02-22,2025,Standard,Card,0,113.94
1095,246,2025-08-28,2025,Standard,Card,0,25.65
1096,230,2024-04-04,2024,Standard,Card,0,83.79
1097,79,2025-08-03,2025,Standard,,0,25.34
1098,149,2024-11-13,2024,Standard,Card,,39.74
1099,138,2024-08-23,2024,Standard,Card,,79.08
1100,65,2024-11-29,2024,Standard,Card,15,6.32
1101,13,2025-01-10,2025,Express,Card,0,53.82
1102,213,2025-04-03,2025,Standard,Card,0,30.27
1103,242,2024-05-16,2024,Next-day,Card,15,57.09
1104,213,2025-08-10,2025,Standard,Card,0,71.38
1105,181,2025-06-30,2025,Standard,Card,10,24.14
1106,173,2025-05-27,2025,Standard,Card,15,109.66
1107,160,2024-10-22,2024,Standard,Card,0,11.93
1108,164,2024-11-15,2024,Standard,PayPal,0,51.46
1109,188,2025-07-25,2025,Express,PayPal,20,78.15
1110,191,2024-12-14,2024,Standard,Card,,101.29
1111,256,2026-02-17,2026,Standard,Card,0,13.86
1112,183,2024-08-16,2024,Standard,Card,0,29.3
1113,117,2024-09-26,2024,Standard,Card,0,68.97
1114,282,2024-10-17,2024,Express,PayPal,5,49.41
1115,196,2025-12-25,2025,Express,Card,5,13.08
1116,34,2024-06-13,2024,Standard,Card,20,27.76
1117,52,2024-01-05,2024,,Card,0,92.96
1118,112,2025-01-13,2025,Standard,Card,,6.24
1119,252,2024-03-18,2024,Express,Card,0,43.6
1120,82,2025-02-13,2025,Standard,Card,0,17.08
1121,232,2025-07-27,2025,Standard,Card,0,14.7
1122,227,2024-05-11,2024,Express,PayPal,,30.22
1123,233,2025-08-23,2025,Standard,BankTransfer,10,86.14
1124,221,2026-01-18,2026,Express,Card,0,42.64
1125,42,2024-02-11,2024,Standard,Card,5,32.18
1126,21,2024-03-29,2024,Standard,Card,0,49.92
1127,42,2025-02-05,2025,Standard,Card,0,36.5
1128,113,2024-10-22,2024,,Card,5,21.69
1129,105,2024-10-21,2024,Express,Card,0,104.2
1130,192,2025-09-07,2025,Standard,Card,20,12.18
1131,17,2025-06-09,2025,Standard,Card,5,70.81
1132,120,2025-11-21,2025,Standard,Card,0,0.0
1133,129,2025-09-28,2025,Express,Card,10,82.86
1134,130,2025-02-25,2025,Standard,Card,0,44.23
1135,60,2024-01-23,2024,Standard,Card,0,5.99
1136,48,2025-07-28,2025,Standard,BankTransfer,,37.14
1137,29,2024-05-22,2024,Express,Card,,14.22
1138,97,2025-10-26,2025,Standard,Card,10,72.6
1139,10,2024-05-24,2024,Standard,PayPal,,7.17
1140,242,2024-08-12,2024,Standard,,10,85.67
1141,232,2025-05-17,2025,Express,Card,0,66.69
1142,277,2025-09-07,2025,Standard,PayPal,0,96.85
1143,284,2024-04-13,2024,Standard,Card,10,62.41
1144,203,2024-02-08,2024,Next-day,Card,0,60.68
1145,247,2024-07-16,2024,Standard,Card,0,101.28
1146,290,2025-10-07,2025,Standard,Card,0,4.63
1147,264,2025-08-01,2025,Standard,Card,0,48.78
1148,214,2025-01-25,2025,Express,,,70.66
1149,200,2024-06-27,2024,,Card,5,52.4
1150,79,2025-07-07,2025,Next-day,Card,0,9.08
1151,173,2025-03-23,2025,Standard,Card,0,62.13
1152,69,2025-05-14,2025,Standard,Card,,42.69
1153,87,2024-01-15,2024,Standard,,0,47.53
1154,101,2025-09-14,2025,Express,Card,10,63.85
1155,8,2025-10-30,2025,Standard,PayPal,0,82.65
1156,200,2024-10-15,2024,Express,PayPal,0,64.18
1157,87,2025-04-22,2025,Standard,Card,10,25.65
1158,43,2024-08-18,2024,Standard,Card,0,8.52
1159,109,2025-02-23,2025,Standard,Card,5,39.66
1160,152,2024-06-05,2024,Express,,0,8.0
1161,17,2025-07-03,2025,Standard,Card,0,29.57
1162,133,2025-03-16,2025,Standard,Card,0,63.87
1163,148,2024-04-06,2024,Standard,Card,0,49.83
1164,277,2025-02-14,2025,Express,Card,10,18.72
1165,232,2024-10-15,2024,Standard,PayPal,0,142.04
1166,228,2024-09-10,2024,Express,Card,20,57.63
1167,139,2024-07-14,2024,Standard,Card,20,100.75
1168,211,2025-08-20,2025,Standard,BankTransfer,0,18.72
1169,28,2025-06-05,2025,Standard,Card,0,16.4
1170,51,2025-05-31,2025,Express,Card,15,6.71
1171,261,2025-09-26,2025,Express,Card,20,95.91
1172,261,2024-04-27,2024,Standard,Card,0,0.0
1173,8,2024-06-07,2024,Standard,Card,0,40.08
1174,138,2024-08-15,2024,Standard,,0,17.04
1175,38,2024-08-03,2024,Standard,Card,5,56.78
1176,111,2025-11-26,2025,Standard,Card,0,65.57
1177,220,2024-01-15,2024,Standard,Card,5,10.93
1178,223,2024-06-05,2024,Standard,Card,,14.38
1179,136,2025-10-09,2025,Standard,Card,0,6.32
1180,256,2024-09-17,2024,Standard,PayPal,0,54.32
1181,49,2024-06-05,2024,Standard,Card,0,87.64
1182,292,2024-02-16,2024,Standard,Card,0,37.05
1183,78,2024-11-19,2024,Standard,Card,0,10.97
1184,105,2025-11-15,2025,Express,Card,0,45.66
1185,169,2024-05-09,2024,Standard,Card,0,7.56
1186,217,2025-02-14,2025,Standard,Card,0,87.8
1187,119,2024-04-04,2024,Standard,PayPal,20,21.26
1188,190,2025-09-18,2025,Standard,PayPal,0,40.01
1189,255,2026-01-24,2026,Standard,Card,0,13.52
1190,266,2024-10-18,2024,Standard,Card,0,63.51
1191,149,2024-10-09,2024,Express,Card,20,22.48
1192,164,2024-03-09,2024,Standard,Card,0,32.52
1193,140,2025-10-21,2025,Standard,Card,5,133.86
1194,258,2024-01-11,2024,Standard,Card,5,100.67
1195,269,2024-09-10,2024,Standard,Card,5,22.14
1196,181,2025-07-03,2025,Standard,Card,0,50.86
1197,160,2024-05-13,2024,Express,Card,5,36.78
1198,288,2025-12-12,2025,Standard,PayPal,0,68.67
1199,288,2024-01-23,2024,Standard,Card,0,112.67
1200,226,2024-12-11,2024,Standard,Card,5,50.73
